,Awards,Awards_won,Awards_nominated,Oscar_Awards_won,Golden_Globe_Awards_won,Prime_Emmys_Awards_won,BAFTA_Awards_won,Oscar_Awards_nominated,Golden_Globe_Awards_nominated,Prime_Emmys_Awards_nominated,BAFTA_Awards_nominated
3635,1 win.,1,0,0,0,0,0,0,0,0,0
3638,1 nomination.,0,1,0,0,0,0,0,0,0,0
3639,1 nomination.,0,1,0,0,0,0,0,0,0,0
3640,2 nominations.,0,2,0,0,0,0,0,0,0,0
3642,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
3643,7 wins & 12 nominations.,7,12,0,0,0,0,0,0,0,0
3646,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
3647,1 nomination.,0,1,0,0,0,0,0,0,0,0
3648,3 wins & 9 nominations.,3,9,0,0,0,0,0,0,0,0
3650,4 nominations.,0,4,0,0,0,0,0,0,0,0
3651,1 nomination.,0,1,0,0,0,0,0,0,0,0
3652,1 nomination.,0,1,0,0,0,0,0,0,0,0
3660,1 win.,1,0,0,0,0,0,0,0,0,0
3662,3 nominations.,0,3,0,0,0,0,0,0,0,0
3674,2 nominations.,0,2,0,0,0,0,0,0,0,0
3679,Nominated for 2 Primetime Emmys. Another 1 win & 1 nomination.,1,3,0,0,0,0,0,0,2,0
3689,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
3692,9 wins & 2 nominations.,9,2,0,0,0,0,0,0,0,0
3699,Won 1 Primetime Emmy. Another 2 wins & 20 nominations.,3,20,0,0,1,0,0,0,0,0
3706,2 wins.,2,0,0,0,0,0,0,0,0,0
3708,1 nomination.,0,1,0,0,0,0,0,0,0,0
3717,1 nomination.,0,1,0,0,0,0,0,0,0,0
3730,Nominated for 1 Primetime Emmy. Another 1 win & 26 nominations.,1,27,0,0,0,0,0,0,1,0
3736,1 win.,1,0,0,0,0,0,0,0,0,0
3742,1 nomination.,0,1,0,0,0,0,0,0,0,0
3747,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
3751,3 nominations.,0,3,0,0,0,0,0,0,0,0
3754,2 nominations.,0,2,0,0,0,0,0,0,0,0
3761,3 wins & 13 nominations.,3,13,0,0,0,0,0,0,0,0
3762,1 nomination.,0,1,0,0,0,0,0,0,0,0
3763,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
3768,6 wins & 13 nominations.,6,13,0,0,0,0,0,0,0,0
3777,1 win.,1,0,0,0,0,0,0,0,0,0
3781,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
3785,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
3790,1 nomination.,0,1,0,0,0,0,0,0,0,0
3791,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
3798,2 nominations.,0,2,0,0,0,0,0,0,0,0
3808,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
3810,1 win.,1,0,0,0,0,0,0,0,0,0
3813,10 wins & 5 nominations.,10,5,0,0,0,0,0,0,0,0
3814,1 win.,1,0,0,0,0,0,0,0,0,0
3824,1 nomination.,0,1,0,0,0,0,0,0,0,0
3828,2 nominations.,0,2,0,0,0,0,0,0,0,0
3829,1 win.,1,0,0,0,0,0,0,0,0,0
3831,2 nominations.,0,2,0,0,0,0,0,0,0,0
3832,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
3833,2 nominations.,0,2,0,0,0,0,0,0,0,0
3835,1 win.,1,0,0,0,0,0,0,0,0,0
3855,1 win.,1,0,0,0,0,0,0,0,0,0
3862,1 nomination.,0,1,0,0,0,0,0,0,0,0
3863,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
3874,4 wins.,4,0,0,0,0,0,0,0,0,0
3878,Won 1 Primetime Emmy. Another 3 wins & 11 nominations.,4,11,0,0,1,0,0,0,0,0
3881,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
3883,1 win.,1,0,0,0,0,0,0,0,0,0
3896,1 win.,1,0,0,0,0,0,0,0,0,0
3898,1 win.,1,0,0,0,0,0,0,0,0,0
3903,1 nomination.,0,1,0,0,0,0,0,0,0,0
3904,3 nominations.,0,3,0,0,0,0,0,0,0,0
3916,6 nominations.,0,6,0,0,0,0,0,0,0,0
3919,4 wins & 4 nominations.,4,4,0,0,0,0,0,0,0,0
3922,1 nomination.,0,1,0,0,0,0,0,0,0,0
3924,2 wins.,2,0,0,0,0,0,0,0,0,0
3926,1 win.,1,0,0,0,0,0,0,0,0,0
3927,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
3934,2 nominations.,0,2,0,0,0,0,0,0,0,0
3935,2 wins & 27 nominations.,2,27,0,0,0,0,0,0,0,0
3942,1 nomination.,0,1,0,0,0,0,0,0,0,0
3952,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
3954,2 wins.,2,0,0,0,0,0,0,0,0,0
3987,1 win.,1,0,0,0,0,0,0,0,0,0
3988,Won 1 Primetime Emmy. Another 4 nominations.,1,4,0,0,1,0,0,0,0,0
3994,1 win.,1,0,0,0,0,0,0,0,0,0
3995,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
3997,1 win.,1,0,0,0,0,0,0,0,0,0
4000,13 wins & 7 nominations.,13,7,0,0,0,0,0,0,0,0
4003,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
4024,3 wins.,3,0,0,0,0,0,0,0,0,0
4030,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
4031,1 nomination.,0,1,0,0,0,0,0,0,0,0
4034,2 nominations.,0,2,0,0,0,0,0,0,0,0
4035,13 wins & 5 nominations.,13,5,0,0,0,0,0,0,0,0
4037,2 nominations.,0,2,0,0,0,0,0,0,0,0
4092,1 nomination.,0,1,0,0,0,0,0,0,0,0
4112,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4113,4 wins & 16 nominations.,4,16,0,0,0,0,0,0,0,0
4118,3 nominations.,0,3,0,0,0,0,0,0,0,0
4119,1 nomination.,0,1,0,0,0,0,0,0,0,0
4122,1 win.,1,0,0,0,0,0,0,0,0,0
4144,1 win.,1,0,0,0,0,0,0,0,0,0
4211,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
4217,1 nomination.,0,1,0,0,0,0,0,0,0,0
4224,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4229,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
4234,4 nominations.,0,4,0,0,0,0,0,0,0,0
4238,1 nomination.,0,1,0,0,0,0,0,0,0,0
4250,1 nomination.,0,1,0,0,0,0,0,0,0,0
4265,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4268,6 nominations.,0,6,0,0,0,0,0,0,0,0
4278,1 nomination.,0,1,0,0,0,0,0,0,0,0
4283,1 nomination.,0,1,0,0,0,0,0,0,0,0
4289,1 nomination.,0,1,0,0,0,0,0,0,0,0
4291,1 nomination.,0,1,0,0,0,0,0,0,0,0
4318,2 nominations.,0,2,0,0,0,0,0,0,0,0
4333,1 nomination.,0,1,0,0,0,0,0,0,0,0
4338,1 nomination.,0,1,0,0,0,0,0,0,0,0
4356,1 nomination.,0,1,0,0,0,0,0,0,0,0
4363,Nominated for 1 Primetime Emmy. Another 3 nominations.,0,4,0,0,0,0,0,0,1,0
4366,1 nomination.,0,1,0,0,0,0,0,0,0,0
4371,1 nomination.,0,1,0,0,0,0,0,0,0,0
4423,Won 2 Primetime Emmys. Another 2 nominations.,2,2,0,0,2,0,0,0,0,0
4429,1 nomination.,0,1,0,0,0,0,0,0,0,0
4433,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
4445,3 nominations.,0,3,0,0,0,0,0,0,0,0
4473,1 nomination.,0,1,0,0,0,0,0,0,0,0
4505,1 nomination.,0,1,0,0,0,0,0,0,0,0
4506,1 nomination.,0,1,0,0,0,0,0,0,0,0
4539,1 nomination.,0,1,0,0,0,0,0,0,0,0
4585,1 nomination.,0,1,0,0,0,0,0,0,0,0
4586,1 nomination.,0,1,0,0,0,0,0,0,0,0
4588,1 nomination.,0,1,0,0,0,0,0,0,0,0
4616,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4626,2 nominations.,0,2,0,0,0,0,0,0,0,0
4697,Won 1 Oscar. Another 13 wins & 7 nominations.,14,7,1,0,0,0,0,0,0,0
4698,Won 1 Oscar. Another 13 wins & 7 nominations.,14,7,1,0,0,0,0,0,0,0
4699,Won 3 Golden Globes. Another 13 wins & 19 nominations.,16,19,0,3,0,0,0,0,0,0
4700,Won 6 Oscars. Another 48 wins & 28 nominations.,54,28,6,0,0,0,0,0,0,0
4701,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
4702,1 win.,1,0,0,0,0,0,0,0,0,0
4703,1 win.,1,0,0,0,0,0,0,0,0,0
4704,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,34,60,0,0,18,0,0,0,0,0
4707,Nominated for 1 Golden Globe. Another 4 wins & 5 nominations.,4,6,0,0,0,0,0,1,0,0
4710,5 wins & 16 nominations.,5,16,0,0,0,0,0,0,0,0
4711,1 nomination.,0,1,0,0,0,0,0,0,0,0
4712,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0,0
4713,5 nominations.,0,5,0,0,0,0,0,0,0,0
4714,2 nominations.,0,2,0,0,0,0,0,0,0,0
4715,Won 3 Primetime Emmys. Another 34 wins & 89 nominations.,37,89,0,0,3,0,0,0,0,0
4716,Nominated for 3 Oscars. Another 19 wins & 40 nominations.,19,43,0,0,0,0,3,0,0,0
4718,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
4719,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
4720,Nominated for 1 Oscar. Another 5 wins & 41 nominations.,5,42,0,0,0,0,1,0,0,0
4724,1 win.,1,0,0,0,0,0,0,0,0,0
4725,7 wins & 42 nominations.,7,42,0,0,0,0,0,0,0,0
4727,Nominated for 1 Oscar. Another 8 wins & 58 nominations.,8,59,0,0,0,0,1,0,0,0
4728,Won 1 Oscar. Another 39 wins & 134 nominations.,40,134,1,0,0,0,0,0,0,0
4729,3 wins & 23 nominations.,3,23,0,0,0,0,0,0,0,0
4731,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
4732,5 wins & 28 nominations.,5,28,0,0,0,0,0,0,0,0
4733,Nominated for 1 Oscar. Another 34 wins & 75 nominations.,34,76,0,0,0,0,1,0,0,0
4734,2 wins & 21 nominations.,2,21,0,0,0,0,0,0,0,0
4736,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
4737,Nominated for 2 Golden Globes. Another 20 wins & 52 nominations.,20,54,0,0,0,0,0,2,0,0
4738,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
4740,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
4741,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
4742,1 win.,1,0,0,0,0,0,0,0,0,0
4744,2 nominations.,0,2,0,0,0,0,0,0,0,0
4745,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,4,19,0,0,0,0,2,0,0,0
4747,1 win & 23 nominations.,1,23,0,0,0,0,0,0,0,0
4748,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
4754,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
4755,Nominated for 1 Oscar. Another 17 wins & 53 nominations.,17,54,0,0,0,0,1,0,0,0
4756,Won 2 Oscars. Another 44 wins & 74 nominations.,46,74,2,0,0,0,0,0,0,0
4757,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
4759,Nominated for 1 Oscar. Another 6 wins & 46 nominations.,6,47,0,0,0,0,1,0,0,0
4760,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
4761,2 wins & 11 nominations.,2,11,0,0,0,0,0,0,0,0
4762,Nominated for 1 BAFTA Film Award. Another 9 wins & 54 nominations.,9,55,0,0,0,0,0,0,0,1
4763,Won 7 Oscars. Another 215 wins & 169 nominations.,222,169,7,0,0,0,0,0,0,0
4764,1 nomination.,0,1,0,0,0,0,0,0,0,0
4767,Nominated for 1 Oscar. Another 70 wins & 59 nominations.,70,60,0,0,0,0,1,0,0,0
4769,4 nominations.,0,4,0,0,0,0,0,0,0,0
4770,4 wins & 10 nominations.,4,10,0,0,0,0,0,0,0,0
4771,Nominated for 1 Oscar. Another 9 wins & 40 nominations.,9,41,0,0,0,0,1,0,0,0
4772,1 win & 9 nominations.,1,9,0,0,0,0,0,0,0,0
4773,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0
4774,Nominated for 3 Primetime Emmys. Another 14 nominations.,0,17,0,0,0,0,0,0,3,0
4775,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
4777,2 nominations.,0,2,0,0,0,0,0,0,0,0
4779,5 wins & 31 nominations.,5,31,0,0,0,0,0,0,0,0
4780,11 wins & 34 nominations.,11,34,0,0,0,0,0,0,0,0
4782,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
4783,Nominated for 1 Oscar. Another 13 wins & 59 nominations.,13,60,0,0,0,0,1,0,0,0
4784,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
4785,1 nomination.,0,1,0,0,0,0,0,0,0,0
4787,Nominated for 1 BAFTA Film Award. Another 5 wins & 42 nominations.,5,43,0,0,0,0,0,0,0,1
4789,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
4794,Nominated for 2 Oscars. Another 12 wins & 63 nominations.,12,65,0,0,0,0,2,0,0,0
4795,1 nomination.,0,1,0,0,0,0,0,0,0,0
4796,5 nominations.,0,5,0,0,0,0,0,0,0,0
4797,1 nomination.,0,1,0,0,0,0,0,0,0,0
4798,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
4800,14 wins.,14,0,0,0,0,0,0,0,0,0
4801,3 nominations.,0,3,0,0,0,0,0,0,0,0
4802,2 wins.,2,0,0,0,0,0,0,0,0,0
4803,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
4807,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
4808,8 nominations.,0,8,0,0,0,0,0,0,0,0
4809,1 nomination.,0,1,0,0,0,0,0,0,0,0
4811,4 wins & 10 nominations.,4,10,0,0,0,0,0,0,0,0
4812,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
4814,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
4816,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
4817,1 nomination.,0,1,0,0,0,0,0,0,0,0
4819,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
4820,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4822,1 win.,1,0,0,0,0,0,0,0,0,0
4823,2 nominations.,0,2,0,0,0,0,0,0,0,0
4825,Nominated for 1 Oscar. Another 5 wins & 49 nominations.,5,50,0,0,0,0,1,0,0,0
4826,18 wins & 22 nominations.,18,22,0,0,0,0,0,0,0,0
4827,Won 2 Golden Globes. Another 25 wins & 162 nominations.,27,162,0,2,0,0,0,0,0,0
4829,1 win & 11 nominations.,1,11,0,0,0,0,0,0,0,0
4830,Nominated for 1 Oscar. Another 11 wins & 21 nominations.,11,22,0,0,0,0,1,0,0,0
4833,3 wins & 29 nominations.,3,29,0,0,0,0,0,0,0,0
4834,Nominated for 1 Oscar. Another 15 wins & 42 nominations.,15,43,0,0,0,0,1,0,0,0
4838,9 wins & 4 nominations.,9,4,0,0,0,0,0,0,0,0
4839,8 wins & 21 nominations.,8,21,0,0,0,0,0,0,0,0
4840,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
4841,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
4842,1 win.,1,0,0,0,0,0,0,0,0,0
4844,Nominated for 1 BAFTA Film Award. Another 2 wins & 4 nominations.,2,5,0,0,0,0,0,0,0,1
4845,1 nomination.,0,1,0,0,0,0,0,0,0,0
4847,2 nominations.,0,2,0,0,0,0,0,0,0,0
4851,5 wins & 7 nominations.,5,7,0,0,0,0,0,0,0,0
4852,2 nominations.,0,2,0,0,0,0,0,0,0,0
4855,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
4856,Nominated for 1 Golden Globe. Another 21 wins & 59 nominations.,21,60,0,0,0,0,0,1,0,0
4857,Nominated for 1 Golden Globe. Another 16 wins & 26 nominations.,16,27,0,0,0,0,0,1,0,0
4860,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
4861,1 win.,1,0,0,0,0,0,0,0,0,0
4862,8 wins & 6 nominations.,8,6,0,0,0,0,0,0,0,0
4863,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
4864,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
4865,1 win.,1,0,0,0,0,0,0,0,0,0
4867,2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0
4868,16 nominations.,0,16,0,0,0,0,0,0,0,0
4869,3 nominations.,0,3,0,0,0,0,0,0,0,0
4870,6 wins & 11 nominations.,6,11,0,0,0,0,0,0,0,0
4871,2 nominations.,0,2,0,0,0,0,0,0,0,0
4872,Nominated for 2 Oscars. Another 48 wins & 92 nominations.,48,94,0,0,0,0,2,0,0,0
4873,1 nomination.,0,1,0,0,0,0,0,0,0,0
4874,Nominated for 1 Oscar. Another 3 wins & 45 nominations.,3,46,0,0,0,0,1,0,0,0
4875,Won 1 Primetime Emmy. Another 1 win & 5 nominations.,2,5,0,0,1,0,0,0,0,0
4876,9 wins & 3 nominations.,9,3,0,0,0,0,0,0,0,0
4877,1 nomination.,0,1,0,0,0,0,0,0,0,0
4878,Won 3 Oscars. Another 234 wins & 312 nominations.,237,312,3,0,0,0,0,0,0,0
4884,1 nomination.,0,1,0,0,0,0,0,0,0,0
4885,7 nominations.,0,7,0,0,0,0,0,0,0,0
4886,1 win.,1,0,0,0,0,0,0,0,0,0
4887,3 wins.,3,0,0,0,0,0,0,0,0,0
4888,Nominated for 2 Primetime Emmys. Another 1 win & 2 nominations.,1,4,0,0,0,0,0,0,2,0
4889,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
4890,4 wins.,4,0,0,0,0,0,0,0,0,0
4893,10 wins & 23 nominations.,10,23,0,0,0,0,0,0,0,0
4895,2 wins.,2,0,0,0,0,0,0,0,0,0
4896,1 win.,1,0,0,0,0,0,0,0,0,0
4900,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
4902,Nominated for 2 Primetime Emmys. Another 4 wins & 15 nominations.,4,17,0,0,0,0,0,0,2,0
4905,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
4906,Nominated for 1 Oscar. Another 12 wins & 71 nominations.,12,72,0,0,0,0,1,0,0,0
4909,2 nominations.,0,2,0,0,0,0,0,0,0,0
4910,Won 1 Golden Globe. Another 4 wins & 16 nominations.,5,16,0,1,0,0,0,0,0,0
4912,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4913,2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0
4915,9 wins & 13 nominations.,9,13,0,0,0,0,0,0,0,0
4916,1 nomination.,0,1,0,0,0,0,0,0,0,0
4919,5 nominations.,0,5,0,0,0,0,0,0,0,0
4922,Nominated for 3 Oscars. Another 11 wins & 69 nominations.,11,72,0,0,0,0,3,0,0,0
4924,2 nominations.,0,2,0,0,0,0,0,0,0,0
4928,Nominated for 3 Primetime Emmys. Another 2 wins & 48 nominations.,2,51,0,0,0,0,0,0,3,0
4931,1 nomination.,0,1,0,0,0,0,0,0,0,0
4932,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4933,4 wins & 12 nominations.,4,12,0,0,0,0,0,0,0,0
4934,1 win.,1,0,0,0,0,0,0,0,0,0
4935,3 wins & 9 nominations.,3,9,0,0,0,0,0,0,0,0
4936,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
4939,8 wins & 11 nominations.,8,11,0,0,0,0,0,0,0,0
4940,2 nominations.,0,2,0,0,0,0,0,0,0,0
4942,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
4945,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
4951,1 win.,1,0,0,0,0,0,0,0,0,0
4954,1 win & 28 nominations.,1,28,0,0,0,0,0,0,0,0
4955,13 wins & 11 nominations.,13,11,0,0,0,0,0,0,0,0
4956,1 nomination.,0,1,0,0,0,0,0,0,0,0
4959,2 nominations.,0,2,0,0,0,0,0,0,0,0
4963,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4964,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
4965,Won 1 Oscar. Another 13 wins & 53 nominations.,14,53,1,0,0,0,0,0,0,0
4966,1 win.,1,0,0,0,0,0,0,0,0,0
4970,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
4971,19 wins & 21 nominations.,19,21,0,0,0,0,0,0,0,0
4975,1 win.,1,0,0,0,0,0,0,0,0,0
4977,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0
4981,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
4982,1 nomination.,0,1,0,0,0,0,0,0,0,0
4984,Nominated for 1 Golden Globe. Another 3 wins & 27 nominations.,3,28,0,0,0,0,0,1,0,0
4985,7 wins & 4 nominations.,7,4,0,0,0,0,0,0,0,0
4986,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
4988,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
4989,Nominated for 1 Oscar. Another 64 wins & 169 nominations.,64,170,0,0,0,0,1,0,0,0
4990,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
4993,1 win.,1,0,0,0,0,0,0,0,0,0
4994,2 wins.,2,0,0,0,0,0,0,0,0,0
4996,Won 4 Oscars. Another 122 wins & 213 nominations.,126,213,4,0,0,0,0,0,0,0
4999,1 win.,1,0,0,0,0,0,0,0,0,0
5000,3 wins & 11 nominations.,3,11,0,0,0,0,0,0,0,0
5001,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
5002,3 nominations.,0,3,0,0,0,0,0,0,0,0
5003,1 nomination.,0,1,0,0,0,0,0,0,0,0
5005,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5006,Won 2 Oscars. Another 72 wins & 57 nominations.,74,57,2,0,0,0,0,0,0,0
5008,3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0
5009,3 nominations.,0,3,0,0,0,0,0,0,0,0
5010,1 nomination.,0,1,0,0,0,0,0,0,0,0
5015,Nominated for 1 Oscar. Another 6 wins & 45 nominations.,6,46,0,0,0,0,1,0,0,0
5019,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5021,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
5022,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
5027,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
5028,11 nominations.,0,11,0,0,0,0,0,0,0,0
5032,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5034,1 nomination.,0,1,0,0,0,0,0,0,0,0
5037,1 nomination.,0,1,0,0,0,0,0,0,0,0
5038,2 nominations.,0,2,0,0,0,0,0,0,0,0
5040,Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,1,6,0,0,0,0,0,0,1,0
5042,2 nominations.,0,2,0,0,0,0,0,0,0,0
5043,7 wins & 18 nominations.,7,18,0,0,0,0,0,0,0,0
5044,2 nominations.,0,2,0,0,0,0,0,0,0,0
5053,1 win & 19 nominations.,1,19,0,0,0,0,0,0,0,0
5054,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
5055,23 wins & 27 nominations.,23,27,0,0,0,0,0,0,0,0
5057,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5059,2 nominations.,0,2,0,0,0,0,0,0,0,0
5065,Nominated for 2 Primetime Emmys. Another 2 wins & 21 nominations.,2,23,0,0,0,0,0,0,2,0
5068,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
5073,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5076,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5077,Nominated for 6 Golden Globes. Another 43 wins & 92 nominations.,43,98,0,0,0,0,0,6,0,0
5078,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
5079,4 wins & 3 nominations.,4,3,0,0,0,0,0,0,0,0
5080,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0
5081,Won 3 Primetime Emmys. Another 2 wins & 17 nominations.,5,17,0,0,3,0,0,0,0,0
5084,2 nominations.,0,2,0,0,0,0,0,0,0,0
5085,11 nominations.,0,11,0,0,0,0,0,0,0,0
5087,1 win.,1,0,0,0,0,0,0,0,0,0
5088,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
5090,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
5091,14 wins & 26 nominations.,14,26,0,0,0,0,0,0,0,0
5092,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
5094,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
5095,3 wins.,3,0,0,0,0,0,0,0,0,0
5096,2 wins & 9 nominations.,2,9,0,0,0,0,0,0,0,0
5097,1 nomination.,0,1,0,0,0,0,0,0,0,0
5098,2 nominations.,0,2,0,0,0,0,0,0,0,0
5099,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5100,4 wins & 8 nominations.,4,8,0,0,0,0,0,0,0,0
5103,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
5105,2 nominations.,0,2,0,0,0,0,0,0,0,0
5106,5 wins & 9 nominations.,5,9,0,0,0,0,0,0,0,0
5108,6 nominations.,0,6,0,0,0,0,0,0,0,0
5110,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0
5112,2 nominations.,0,2,0,0,0,0,0,0,0,0
5115,4 nominations.,0,4,0,0,0,0,0,0,0,0
5118,11 wins & 6 nominations.,11,6,0,0,0,0,0,0,0,0
5120,1 nomination.,0,1,0,0,0,0,0,0,0,0
5121,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0
5122,Nominated for 1 Golden Globe. Another 12 wins & 35 nominations.,12,36,0,0,0,0,0,1,0,0
5124,7 wins & 3 nominations.,7,3,0,0,0,0,0,0,0,0
5125,2 wins.,2,0,0,0,0,0,0,0,0,0
5127,1 nomination.,0,1,0,0,0,0,0,0,0,0
5128,1 win.,1,0,0,0,0,0,0,0,0,0
5130,1 win.,1,0,0,0,0,0,0,0,0,0
5133,4 nominations.,0,4,0,0,0,0,0,0,0,0
5135,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5136,1 win.,1,0,0,0,0,0,0,0,0,0
5140,3 nominations.,0,3,0,0,0,0,0,0,0,0
5144,1 win.,1,0,0,0,0,0,0,0,0,0
5145,7 wins & 4 nominations.,7,4,0,0,0,0,0,0,0,0
5150,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
5151,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
5152,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
5153,8 nominations.,0,8,0,0,0,0,0,0,0,0
5155,1 win.,1,0,0,0,0,0,0,0,0,0
5160,10 wins & 38 nominations.,10,38,0,0,0,0,0,0,0,0
5163,2 wins.,2,0,0,0,0,0,0,0,0,0
5164,Won 2 Golden Globes. Another 7 wins & 54 nominations.,9,54,0,2,0,0,0,0,0,0
5167,2 nominations.,0,2,0,0,0,0,0,0,0,0
5170,1 nomination.,0,1,0,0,0,0,0,0,0,0
5176,1 nomination.,0,1,0,0,0,0,0,0,0,0
